angulo ocorrencias
20.3	1106.0
20.4	2092.0
20.5	914.0
20.6	281.0
20.7	189.0
20.8	173.0
20.9	134.0
21.0	130.0
21.1	121.0
21.2	112.0
21.3	111.0
21.4	111.0
21.5	108.0
21.6	102.0
21.7	106.0
21.8	103.0
21.9	113.0
22.0	108.0
22.1	125.0
22.2	139.0
22.3	164.0
22.4	487.0
22.5	1708.0
22.6	5893.0
22.7	6693.0
22.8	4134.0
22.9	566.0
23.0	244.0
23.1	133.0
23.2	92.0
23.3	86.0
23.4	87.0
23.5	76.0
23.6	77.0
23.7	82.0
23.8	73.0
23.9	72.0
24.0	66.0
24.1	68.0
24.2	60.0
24.3	59.0
24.4	70.0
24.5	67.0
24.6	48.0
24.7	57.0
24.8	49.0
24.9	53.0
25.0	48.0
25.1	48.0
25.2	56.0
25.3	58.0
25.4	46.0
25.5	45.0
25.6	49.0
25.7	54.0
25.8	47.0
25.9	58.0
26.0	42.0
26.1	47.0
26.2	44.0
26.3	45.0
26.4	44.0
26.5	49.0
26.6	42.0
26.7	46.0
26.8	37.0
26.9	38.0
27.0	33.0
27.1	41.0
27.2	41.0
27.3	38.0
27.4	38.0
27.5	42.0
27.6	32.0
27.7	33.0
27.8	31.0
27.9	34.0
28.0	34.0
28.1	33.0
28.2	27.0
28.3	25.0
28.4	21.0
28.5	22.0
28.6	26.0
28.7	25.0
28.8	30.0
28.9	30.0
29.0	32.0
29.1	31.0
29.2	23.0
29.3	18.0
29.4	24.0
29.5	23.0
29.6	21.0
29.7	27.0
29.8	22.0
29.9	22.0
30.0	23.0
30.1	20.0
30.2	19.0
30.3	28.0
30.4	17.0
30.5	15.0
30.6	18.0
30.7	17.0
30.8	21.0
30.9	19.0
31.0	19.0
31.1	12.0
31.2	17.0
31.3	17.0
31.4	14.0
31.5	16.0
31.6	14.0
31.7	9.0
31.8	18.0
31.9	16.0
32.0	14.0
32.1	18.0
32.2	14.0
32.3	16.0
32.4	15.0
32.5	11.0
32.6	19.0
32.7	16.0
32.8	16.0
32.9	13.0
33.0	15.0
33.1	13.0
33.2	13.0
33.3	16.0
33.4	15.0
33.5	17.0
33.6	13.0
33.7	18.0
33.8	13.0
33.9	14.0
34.0	12.0
34.1	16.0
34.2	9.0
34.3	14.0
34.4	15.0
34.5	12.0
34.6	11.0
34.7	11.0
34.8	15.0
34.9	11.0
35.0	13.0
35.1	12.0
35.2	16.0
35.3	15.0
35.4	10.0
35.5	11.0
35.6	10.0
35.7	10.0
35.8	16.0
35.9	15.0
36.0	7.0
36.1	12.0
36.2	10.0
36.3	10.0
36.4	7.0
36.5	7.0
36.6	12.0
36.7	10.0
36.8	9.0
36.9	10.0
37.0	11.0
37.1	12.0
37.2	10.0
37.3	13.0
37.4	11.0
37.5	8.0
37.6	12.0
37.7	9.0
37.8	9.0
37.9	12.0
38.0	8.0
38.1	10.0
38.2	10.0
38.3	5.0
38.4	5.0
38.5	10.0
38.6	10.0
38.7	12.0
38.8	9.0
38.9	10.0
39.0	10.0
39.1	7.0
39.2	10.0
39.3	12.0
39.4	7.0
39.5	6.0
39.6	6.0
39.7	9.0
39.8	12.0
39.9	6.0
40.0	9.0
40.1	8.0
40.2	8.0
40.3	8.0
40.4	7.0
40.5	6.0
40.6	4.0
40.7	4.0
40.8	11.0
40.9	6.0
41.0	9.0
41.1	8.0
41.2	6.0
41.3	6.0
41.4	7.0
41.5	8.0
41.6	7.0
41.7	9.0
41.8	4.0
41.9	6.0
42.0	6.0
42.1	4.0
42.2	5.0
42.3	9.0
42.4	9.0
42.5	4.0
42.6	8.0
42.7	5.0
42.8	9.0
42.9	9.0
43.0	5.0
43.1	3.0
43.2	8.0
43.3	7.0
43.4	18.0
43.5	14.0
43.6	13.0
43.7	68.0
43.8	245.0
43.9	307.0
44.0	153.0
44.1	54.0
44.2	13.0
44.3	17.0
44.4	9.0
44.5	13.0
44.6	8.0
44.7	9.0
44.8	12.0
44.9	12.0
45.0	9.0
45.1	8.0
45.2	5.0
45.3	11.0
45.4	9.0
45.5	12.0
45.6	6.0
45.7	7.0
45.8	4.0
45.9	10.0
46.0	8.0
46.1	8.0
46.2	6.0
46.3	8.0
46.4	6.0
46.5	11.0
46.6	9.0
46.7	5.0
46.8	6.0
46.9	7.0
47.0	5.0
47.1	6.0
47.2	9.0
47.3	11.0
47.4	7.0
47.5	9.0
47.6	5.0
47.7	9.0
47.8	5.0
47.9	7.0
48.0	10.0
48.1	9.0
48.2	8.0
48.3	7.0
48.4	7.0
48.5	8.0
48.6	5.0
48.7	12.0
48.8	8.0
48.9	9.0
49.0	7.0
49.1	4.0
49.2	7.0
49.3	10.0
49.4	10.0
49.5	14.0
49.6	13.0
49.7	30.0
49.8	89.0
49.9	341.0
50.0	1034.0
50.1	1190.0
50.2	839.0
50.3	446.0
50.4	114.0
50.5	33.0
50.6	25.0
50.7	18.0
50.8	15.0
50.9	13.0
51.0	6.0
51.1	10.0
51.2	8.0
51.3	10.0
51.4	10.0
51.5	6.0
51.6	5.0
51.7	5.0
51.8	7.0
51.9	5.0
52.0	7.0
52.1	6.0
52.2	5.0
52.3	5.0
52.4	8.0
52.5	6.0
52.6	5.0
52.7	5.0
52.8	6.0
52.9	10.0
53.0	5.0
53.1	7.0
53.2	3.0
53.3	5.0
53.4	5.0
53.5	5.0
53.6	4.0
53.7	3.0
53.8	5.0
53.9	5.0
54.0	5.0
54.1	3.0
54.2	9.0
54.3	5.0
54.4	3.0
54.5	2.0
54.6	3.0
54.7	7.0
54.8	5.0
54.9	6.0
55.0	4.0
